Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.05	N0	1	internal://	InInterests	0	0	0	0
0.05	N0	1	internal://	OutInterests	0	0	0	0
0.05	N0	1	internal://	InData	0	0	0	0
0.05	N0	1	internal://	OutData	0	0	0	0
0.05	N0	1	internal://	InNacks	0	0	0	0
0.05	N0	1	internal://	OutNacks	0	0	0	0
0.05	N0	1	internal://	InSatisfiedInterests	0	0	0	0
0.05	N0	1	internal://	InTimedOutInterests	0	0	0	0
0.05	N0	1	internal://	OutSatisfiedInterests	16	0	1	0
0.05	N0	1	internal://	OutTimedOutInterests	0	0	0	0
0.05	N0	256	internal://	InInterests	0	0	0	0
0.05	N0	256	internal://	OutInterests	0	0	0	0
0.05	N0	256	internal://	InData	0	0	0	0
0.05	N0	256	internal://	OutData	0	0	0	0
0.05	N0	256	internal://	InNacks	0	0	0	0
0.05	N0	256	internal://	OutNacks	0	0	0	0
0.05	N0	256	internal://	InSatisfiedInterests	16	0	1	0
0.05	N0	256	internal://	InTimedOutInterests	0	0	0	0
0.05	N0	256	internal://	OutSatisfiedInterests	0	0	0	0
0.05	N0	256	internal://	OutTimedOutInterests	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	OutInterests	16	0.484375	1	0.0302734
0.05	N0	257	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
0.05	N0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
0.05	N0	258	appFace://	InInterests	16	0.484375	1	0.0302734
0.05	N0	258	appFace://	OutInterests	0	0	0	0
0.05	N0	258	appFace://	InData	0	0	0	0
0.05	N0	258	appFace://	OutData	0	0	0	0
0.05	N0	258	appFace://	InNacks	0	0	0	0
0.05	N0	258	appFace://	OutNacks	0	0	0	0
0.05	N0	258	appFace://	InSatisfiedInterests	0	0	0	0
0.05	N0	258	appFace://	InTimedOutInterests	0	0	0	0
0.05	N0	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.05	N0	258	appFace://	OutTimedOutInterests	0	0	0	0
0.05	N0	-1	all	SatisfiedInterests	16	0	1	0
0.05	N0	-1	all	TimedOutInterests	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	InInterests	16	0.484375	1	0.0302734
0.05	N1	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	InData	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	OutNacks	16	0.484375	1	0.0302734
0.05	N1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
0.05	N1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.05	N1	-1	all	SatisfiedInterests	0	0	0	0
0.05	N1	-1	all	TimedOutInterests	16	0	1	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	InInterests	16	0.484375	1	0.0302734
0.05	N2	257	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	OutData	16	16.125	1	1.00781
0.05	N2	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	16	0	1	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.05	N2	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	InInterests	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	OutInterests	16	0.484375	1	0.0302734
0.05	N2	258	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	OutData	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	InNacks	16	0.484375	1	0.0302734
0.05	N2	258	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	16	0	1	0
0.05	N2	258	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	OutInterests	16	0.484375	1	0.0302734
0.05	N2	259	netdev://[00:00:00:00:00:09]	InData	16	16.125	1	1.00781
0.05	N2	259	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	16	0	1	0
0.05	N2	259	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.05	N2	-1	all	SatisfiedInterests	16	0	1	0
0.05	N2	-1	all	TimedOutInterests	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	OutInterests	16	0.484375	1	0.0302734
0.05	N3	257	netdev://[00:00:00:00:00:05]	InData	16	16.125	1	1.00781
0.05	N3	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	16	0	1	0
0.05	N3	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	InInterests	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	OutInterests	16	0.484375	1	0.0302734
0.05	N3	258	netdev://[00:00:00:00:00:07]	InData	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	InNacks	16	0.484375	1	0.0302734
0.05	N3	258	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	16	0	1	0
0.05	N3	258	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	InInterests	16	0.484375	1	0.0302734
0.05	N3	259	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	OutData	16	16.125	1	1.00781
0.05	N3	259	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	16	0	1	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
0.05	N3	259	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.05	N3	-1	all	SatisfiedInterests	16	0	1	0
0.05	N3	-1	all	TimedOutInterests	0	0	0	0
0.05	N4	1	internal://	InInterests	0	0	0	0
0.05	N4	1	internal://	OutInterests	0	0	0	0
0.05	N4	1	internal://	InData	0	0	0	0
0.05	N4	1	internal://	OutData	0	0	0	0
0.05	N4	1	internal://	InNacks	0	0	0	0
0.05	N4	1	internal://	OutNacks	0	0	0	0
0.05	N4	1	internal://	InSatisfiedInterests	0	0	0	0
0.05	N4	1	internal://	InTimedOutInterests	0	0	0	0
0.05	N4	1	internal://	OutSatisfiedInterests	32	0	2	0
0.05	N4	1	internal://	OutTimedOutInterests	0	0	0	0
0.05	N4	2	internal://	InInterests	0	0	0	0
0.05	N4	2	internal://	OutInterests	0	0	0	0
0.05	N4	2	internal://	InData	0	0	0	0
0.05	N4	2	internal://	OutData	0	0	0	0
0.05	N4	2	internal://	InNacks	0	0	0	0
0.05	N4	2	internal://	OutNacks	0	0	0	0
0.05	N4	2	internal://	InSatisfiedInterests	16	0	1	0
0.05	N4	2	internal://	InTimedOutInterests	0	0	0	0
0.05	N4	2	internal://	OutSatisfiedInterests	0	0	0	0
0.05	N4	2	internal://	OutTimedOutInterests	0	0	0	0
0.05	N4	256	internal://	InInterests	0	0	0	0
0.05	N4	256	internal://	OutInterests	0	0	0	0
0.05	N4	256	internal://	InData	0	0	0	0
0.05	N4	256	internal://	OutData	0	0	0	0
0.05	N4	256	internal://	InNacks	0	0	0	0
0.05	N4	256	internal://	OutNacks	0	0	0	0
0.05	N4	256	internal://	InSatisfiedInterests	16	0	1	0
0.05	N4	256	internal://	InTimedOutInterests	0	0	0	0
0.05	N4	256	internal://	OutSatisfiedInterests	0	0	0	0
0.05	N4	256	internal://	OutTimedOutInterests	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	InInterests	16	0.484375	1	0.0302734
0.05	N4	257	netdev://[00:00:00:00:00:06]	OutInterests	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	InData	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	OutData	16	16.125	1	1.00781
0.05	N4	257	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	16	0	1	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	0	0	0	0
0.05	N4	257	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.05	N4	258	appFace://	InInterests	0	0	0	0
0.05	N4	258	appFace://	OutInterests	16	0.484375	1	0.0302734
0.05	N4	258	appFace://	InData	16	16.125	1	1.00781
0.05	N4	258	appFace://	OutData	0	0	0	0
0.05	N4	258	appFace://	InNacks	0	0	0	0
0.05	N4	258	appFace://	OutNacks	0	0	0	0
0.05	N4	258	appFace://	InSatisfiedInterests	0	0	0	0
0.05	N4	258	appFace://	InTimedOutInterests	0	0	0	0
0.05	N4	258	appFace://	OutSatisfiedInterests	16	0	1	0
0.05	N4	258	appFace://	OutTimedOutInterests	0	0	0	0
0.05	N4	-1	all	SatisfiedInterests	48	0	3	0
0.05	N4	-1	all	TimedOutInterests	0	0	0	0
0.05	N5	1	internal://	InInterests	0	0	0	0
0.05	N5	1	internal://	OutInterests	0	0	0	0
0.05	N5	1	internal://	InData	0	0	0	0
0.05	N5	1	internal://	OutData	0	0	0	0
0.05	N5	1	internal://	InNacks	0	0	0	0
0.05	N5	1	internal://	OutNacks	0	0	0	0
0.05	N5	1	internal://	InSatisfiedInterests	0	0	0	0
0.05	N5	1	internal://	InTimedOutInterests	0	0	0	0
0.05	N5	1	internal://	OutSatisfiedInterests	16	0	1	0
0.05	N5	1	internal://	OutTimedOutInterests	0	0	0	0
0.05	N5	2	internal://	InInterests	0	0	0	0
0.05	N5	2	internal://	OutInterests	0	0	0	0
0.05	N5	2	internal://	InData	0	0	0	0
0.05	N5	2	internal://	OutData	0	0	0	0
0.05	N5	2	internal://	InNacks	0	0	0	0
0.05	N5	2	internal://	OutNacks	0	0	0	0
0.05	N5	2	internal://	InSatisfiedInterests	16	0	1	0
0.05	N5	2	internal://	InTimedOutInterests	0	0	0	0
0.05	N5	2	internal://	OutSatisfiedInterests	0	0	0	0
0.05	N5	2	internal://	OutTimedOutInterests	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	InInterests	16	0.484375	1	0.0302734
0.05	N5	257	netdev://[00:00:00:00:00:08]	OutInterests	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	InData	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	OutData	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	OutNacks	16	0.484375	1	0.0302734
0.05	N5	257	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	0	0	0	0
0.05	N5	257	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
0.05	N5	-1	all	SatisfiedInterests	16	0	1	0
0.05	N5	-1	all	TimedOutInterests	16	0	1	0
0.1	N0	1	internal://	InInterests	0	0	0	0
0.1	N0	1	internal://	OutInterests	0	0	0	0
0.1	N0	1	internal://	InData	0	0	0	0
0.1	N0	1	internal://	OutData	0	0	0	0
0.1	N0	1	internal://	InNacks	0	0	0	0
0.1	N0	1	internal://	OutNacks	0	0	0	0
0.1	N0	1	internal://	InSatisfiedInterests	0	0	0	0
0.1	N0	1	internal://	InTimedOutInterests	0	0	0	0
0.1	N0	1	internal://	OutSatisfiedInterests	3.2	0	0	0
0.1	N0	1	internal://	OutTimedOutInterests	0	0	0	0
0.1	N0	256	internal://	InInterests	0	0	0	0
0.1	N0	256	internal://	OutInterests	0	0	0	0
0.1	N0	256	internal://	InData	0	0	0	0
0.1	N0	256	internal://	OutData	0	0	0	0
0.1	N0	256	internal://	InNacks	0	0	0	0
0.1	N0	256	internal://	OutNacks	0	0	0	0
0.1	N0	256	internal://	InSatisfiedInterests	3.2	0	0	0
0.1	N0	256	internal://	InTimedOutInterests	0	0	0	0
0.1	N0	256	internal://	OutSatisfiedInterests	0	0	0	0
0.1	N0	256	internal://	OutTimedOutInterests	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	OutInterests	35.2	1.06563	2	0.0605469
0.1	N0	257	netdev://[00:00:00:00:00:01]	InData	16	16.125	1	1.00781
0.1	N0	257	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	16	0	1	0
0.1	N0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
0.1	N0	258	appFace://	InInterests	35.2	1.06563	2	0.0605469
0.1	N0	258	appFace://	OutInterests	0	0	0	0
0.1	N0	258	appFace://	InData	0	0	0	0
0.1	N0	258	appFace://	OutData	16	16.125	1	1.00781
0.1	N0	258	appFace://	InNacks	0	0	0	0
0.1	N0	258	appFace://	OutNacks	0	0	0	0
0.1	N0	258	appFace://	InSatisfiedInterests	16	0	1	0
0.1	N0	258	appFace://	InTimedOutInterests	0	0	0	0
0.1	N0	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.1	N0	258	appFace://	OutTimedOutInterests	0	0	0	0
0.1	N0	-1	all	SatisfiedInterests	19.2	0	1	0
0.1	N0	-1	all	TimedOutInterests	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	InInterests	35.2	1.06563	2	0.0605469
0.1	N1	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	InData	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	OutNacks	35.2	1.06563	2	0.0605469
0.1	N1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
0.1	N1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.1	N1	-1	all	SatisfiedInterests	0	0	0	0
0.1	N1	-1	all	TimedOutInterests	35.2	0	2	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	InInterests	35.2	1.06563	2	0.0605469
0.1	N2	257	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	OutData	35.2	35.475	2	2.01562
0.1	N2	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	35.2	0	2	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.1	N2	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	InInterests	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	OutInterests	35.2	1.06563	2	0.0605469
0.1	N2	258	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	OutData	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	InNacks	35.2	1.06563	2	0.0605469
0.1	N2	258	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	35.2	0	2	0
0.1	N2	258	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	OutInterests	35.2	1.06563	2	0.0605469
0.1	N2	259	netdev://[00:00:00:00:00:09]	InData	35.2	35.475	2	2.01562
0.1	N2	259	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	35.2	0	2	0
0.1	N2	259	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.1	N2	-1	all	SatisfiedInterests	35.2	0	2	0
0.1	N2	-1	all	TimedOutInterests	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	OutInterests	35.2	1.06563	2	0.0605469
0.1	N3	257	netdev://[00:00:00:00:00:05]	InData	35.2	35.475	2	2.01562
0.1	N3	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	35.2	0	2	0
0.1	N3	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	InInterests	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	OutInterests	35.2	1.06563	2	0.0605469
0.1	N3	258	netdev://[00:00:00:00:00:07]	InData	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	InNacks	35.2	1.06563	2	0.0605469
0.1	N3	258	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	35.2	0	2	0
0.1	N3	258	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	InInterests	35.2	1.06563	2	0.0605469
0.1	N3	259	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	OutData	35.2	35.475	2	2.01562
0.1	N3	259	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	35.2	0	2	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
0.1	N3	259	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.1	N3	-1	all	SatisfiedInterests	35.2	0	2	0
0.1	N3	-1	all	TimedOutInterests	0	0	0	0
0.1	N4	1	internal://	InInterests	0	0	0	0
0.1	N4	1	internal://	OutInterests	0	0	0	0
0.1	N4	1	internal://	InData	0	0	0	0
0.1	N4	1	internal://	OutData	0	0	0	0
0.1	N4	1	internal://	InNacks	0	0	0	0
0.1	N4	1	internal://	OutNacks	0	0	0	0
0.1	N4	1	internal://	InSatisfiedInterests	0	0	0	0
0.1	N4	1	internal://	InTimedOutInterests	0	0	0	0
0.1	N4	1	internal://	OutSatisfiedInterests	6.4	0	0	0
0.1	N4	1	internal://	OutTimedOutInterests	0	0	0	0
0.1	N4	2	internal://	InInterests	0	0	0	0
0.1	N4	2	internal://	OutInterests	0	0	0	0
0.1	N4	2	internal://	InData	0	0	0	0
0.1	N4	2	internal://	OutData	0	0	0	0
0.1	N4	2	internal://	InNacks	0	0	0	0
0.1	N4	2	internal://	OutNacks	0	0	0	0
0.1	N4	2	internal://	InSatisfiedInterests	3.2	0	0	0
0.1	N4	2	internal://	InTimedOutInterests	0	0	0	0
0.1	N4	2	internal://	OutSatisfiedInterests	0	0	0	0
0.1	N4	2	internal://	OutTimedOutInterests	0	0	0	0
0.1	N4	256	internal://	InInterests	0	0	0	0
0.1	N4	256	internal://	OutInterests	0	0	0	0
0.1	N4	256	internal://	InData	0	0	0	0
0.1	N4	256	internal://	OutData	0	0	0	0
0.1	N4	256	internal://	InNacks	0	0	0	0
0.1	N4	256	internal://	OutNacks	0	0	0	0
0.1	N4	256	internal://	InSatisfiedInterests	3.2	0	0	0
0.1	N4	256	internal://	InTimedOutInterests	0	0	0	0
0.1	N4	256	internal://	OutSatisfiedInterests	0	0	0	0
0.1	N4	256	internal://	OutTimedOutInterests	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	InInterests	35.2	1.06563	2	0.0605469
0.1	N4	257	netdev://[00:00:00:00:00:06]	OutInterests	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	InData	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	OutData	35.2	35.475	2	2.01562
0.1	N4	257	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	35.2	0	2	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	0	0	0	0
0.1	N4	257	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.1	N4	258	appFace://	InInterests	0	0	0	0
0.1	N4	258	appFace://	OutInterests	35.2	1.06563	2	0.0605469
0.1	N4	258	appFace://	InData	35.2	35.475	2	2.01562
0.1	N4	258	appFace://	OutData	0	0	0	0
0.1	N4	258	appFace://	InNacks	0	0	0	0
0.1	N4	258	appFace://	OutNacks	0	0	0	0
0.1	N4	258	appFace://	InSatisfiedInterests	0	0	0	0
0.1	N4	258	appFace://	InTimedOutInterests	0	0	0	0
0.1	N4	258	appFace://	OutSatisfiedInterests	35.2	0	2	0
0.1	N4	258	appFace://	OutTimedOutInterests	0	0	0	0
0.1	N4	-1	all	SatisfiedInterests	41.6	0	2	0
0.1	N4	-1	all	TimedOutInterests	0	0	0	0
0.1	N5	1	internal://	InInterests	0	0	0	0
0.1	N5	1	internal://	OutInterests	0	0	0	0
0.1	N5	1	internal://	InData	0	0	0	0
0.1	N5	1	internal://	OutData	0	0	0	0
0.1	N5	1	internal://	InNacks	0	0	0	0
0.1	N5	1	internal://	OutNacks	0	0	0	0
0.1	N5	1	internal://	InSatisfiedInterests	0	0	0	0
0.1	N5	1	internal://	InTimedOutInterests	0	0	0	0
0.1	N5	1	internal://	OutSatisfiedInterests	3.2	0	0	0
0.1	N5	1	internal://	OutTimedOutInterests	0	0	0	0
0.1	N5	2	internal://	InInterests	0	0	0	0
